user_id,pv,buy,percent
3035250,3.0,2.0,0.6666666666666666
12004000,2.0,1.0,0.5
393250,2.0,1.0,0.5
6458000,2.0,1.0,0.5
12204750,2.0,1.0,0.5
2704750,5.0,2.0,0.4
4533750,5.0,2.0,0.4
266500,3.0,1.0,0.3333333333333333
11782250,3.0,1.0,0.3333333333333333
6233750,6.0,2.0,0.3333333333333333
6497000,11.0,3.0,0.2727272727272727
2988000,27.0,7.0,0.25925925925925924
5999000,4.0,1.0,0.25
3326250,20.0,5.0,0.25
3799500,4.0,1.0,0.25
7211250,4.0,1.0,0.25
1727500,17.0,4.0,0.23529411764705882
415500,13.0,3.0,0.23076923076923078
2882750,33.0,7.0,0.21212121212121213
764000,10.0,2.0,0.2
1758250,15.0,3.0,0.2
5915250,20.0,4.0,0.2
9794000,5.0,1.0,0.2
5440500,10.0,2.0,0.2
1338750,10.0,2.0,0.2
1194750,76.0,15.0,0.19736842105263158
252500,21.0,4.0,0.19047619047619047
3675000,53.0,10.0,0.18867924528301888
2378500,16.0,3.0,0.1875
267250,16.0,3.0,0.1875
5697750,16.0,3.0,0.1875
11683250,11.0,2.0,0.18181818181818182
10000250,11.0,2.0,0.18181818181818182
1815750,6.0,1.0,0.16666666666666666
5754500,12.0,2.0,0.16666666666666666
9982500,18.0,3.0,0.16666666666666666
8346250,6.0,1.0,0.16666666666666666
3404000,38.0,6.0,0.15789473684210525
1244250,13.0,2.0,0.15384615384615385
4004500,13.0,2.0,0.15384615384615385
10224750,13.0,2.0,0.15384615384615385
11564250,106.0,16.0,0.1509433962264151
9946250,20.0,3.0,0.15
8156500,7.0,1.0,0.14285714285714285
6067750,7.0,1.0,0.14285714285714285
7921500,7.0,1.0,0.14285714285714285
1838750,14.0,2.0,0.14285714285714285
2132250,7.0,1.0,0.14285714285714285
10696000,21.0,3.0,0.14285714285714285
6780500,7.0,1.0,0.14285714285714285
8216500,133.0,18.0,0.13533834586466165
12173500,82.0,11.0,0.13414634146341464
434750,15.0,2.0,0.13333333333333333
5962750,15.0,2.0,0.13333333333333333
3625250,23.0,3.0,0.13043478260869565
3304500,71.0,9.0,0.1267605633802817
425500,8.0,1.0,0.125
10069500,32.0,4.0,0.125
4153000,16.0,2.0,0.125
7116750,24.0,3.0,0.125
1324500,16.0,2.0,0.125
3054250,24.0,3.0,0.125
9782000,24.0,3.0,0.125
3573750,25.0,3.0,0.12
6150750,25.0,3.0,0.12
9123500,67.0,8.0,0.11940298507462686
2316250,60.0,7.0,0.11666666666666667
11949750,43.0,5.0,0.11627906976744186
9628250,26.0,3.0,0.11538461538461539
8017000,35.0,4.0,0.11428571428571428
6400000,80.0,9.0,0.1125
7854500,36.0,4.0,0.1111111111111111
4378500,9.0,1.0,0.1111111111111111
6848000,9.0,1.0,0.1111111111111111
12384250,9.0,1.0,0.1111111111111111
5187750,18.0,2.0,0.1111111111111111
5952250,36.0,4.0,0.1111111111111111
11590500,9.0,1.0,0.1111111111111111
4133750,91.0,10.0,0.10989010989010989
11158000,64.0,7.0,0.109375
417250,19.0,2.0,0.10526315789473684
9512750,38.0,4.0,0.10526315789473684
887750,48.0,5.0,0.10416666666666667
11558000,29.0,3.0,0.10344827586206896
5292000,29.0,3.0,0.10344827586206896
3211250,29.0,3.0,0.10344827586206896
1118250,39.0,4.0,0.10256410256410256
3913250,245.0,25.0,0.10204081632653061
11300000,10.0,1.0,0.1
7435500,10.0,1.0,0.1
2626250,10.0,1.0,0.1
452750,10.0,1.0,0.1
7703750,41.0,4.0,0.0975609756097561
969750,41.0,4.0,0.0975609756097561
6713250,31.0,3.0,0.0967741935483871
5110750,31.0,3.0,0.0967741935483871
2232500,31.0,3.0,0.0967741935483871
3861500,21.0,2.0,0.09523809523809523
3723750,21.0,2.0,0.09523809523809523
567250,21.0,2.0,0.09523809523809523
7588000,95.0,9.0,0.09473684210526316
4035250,32.0,3.0,0.09375
7657250,32.0,3.0,0.09375
10628500,86.0,8.0,0.09302325581395349
5220750,76.0,7.0,0.09210526315789473
2807500,11.0,1.0,0.09090909090909091
6264750,11.0,1.0,0.09090909090909091
1365000,11.0,1.0,0.09090909090909091
4073250,11.0,1.0,0.09090909090909091
9079500,11.0,1.0,0.09090909090909091
9394500,22.0,2.0,0.09090909090909091
6172000,22.0,2.0,0.09090909090909091
8033500,89.0,8.0,0.0898876404494382
599750,56.0,5.0,0.08928571428571429
7445000,45.0,4.0,0.08888888888888889
8730250,45.0,4.0,0.08888888888888889
6766250,45.0,4.0,0.08888888888888889
6571750,34.0,3.0,0.08823529411764706
3216500,34.0,3.0,0.08823529411764706
5239500,46.0,4.0,0.08695652173913043
12337750,23.0,2.0,0.08695652173913043
12275500,35.0,3.0,0.08571428571428572
10261750,118.0,10.0,0.0847457627118644
10312750,130.0,11.0,0.08461538461538462
11711250,95.0,8.0,0.08421052631578947
4853750,12.0,1.0,0.08333333333333333
83250,12.0,1.0,0.08333333333333333
7810250,24.0,2.0,0.08333333333333333
1782250,24.0,2.0,0.08333333333333333
12234750,96.0,8.0,0.08333333333333333
835000,97.0,8.0,0.08247422680412371
12016750,37.0,3.0,0.08108108108108109
10054250,124.0,10.0,0.08064516129032258
7143250,62.0,5.0,0.08064516129032258
8910750,149.0,12.0,0.08053691275167785
3581250,50.0,4.0,0.08
5226500,25.0,2.0,0.08
12371000,75.0,6.0,0.08
5256500,25.0,2.0,0.08
2182750,25.0,2.0,0.08
1446250,25.0,2.0,0.08
9121750,25.0,2.0,0.08
10598500,13.0,1.0,0.07692307692307693
8129250,65.0,5.0,0.07692307692307693
4503500,92.0,7.0,0.07608695652173914
8072250,106.0,8.0,0.07547169811320754
4658500,27.0,2.0,0.07407407407407407
4782250,27.0,2.0,0.07407407407407407
5654000,27.0,2.0,0.07407407407407407
3226500,27.0,2.0,0.07407407407407407
9651250,27.0,2.0,0.07407407407407407
7976750,41.0,3.0,0.07317073170731707
7149500,14.0,1.0,0.07142857142857142
4907500,14.0,1.0,0.07142857142857142
5226250,28.0,2.0,0.07142857142857142
5751500,28.0,2.0,0.07142857142857142
10642000,29.0,2.0,0.06896551724137931
1953250,87.0,6.0,0.06896551724137931
2480750,15.0,1.0,0.06666666666666667
8649250,15.0,1.0,0.06666666666666667
190500,15.0,1.0,0.06666666666666667
10229250,30.0,2.0,0.06666666666666667
2688750,15.0,1.0,0.06666666666666667
5078750,45.0,3.0,0.06666666666666667
1189000,15.0,1.0,0.06666666666666667
8799750,45.0,3.0,0.06666666666666667
6683750,31.0,2.0,0.06451612903225806
2331750,93.0,6.0,0.06451612903225806
439000,300.0,19.0,0.06333333333333334
6957500,32.0,2.0,0.0625
282500,33.0,2.0,0.06060606060606061
832250,50.0,3.0,0.06
10063000,100.0,6.0,0.06
6155250,17.0,1.0,0.058823529411764705
3981750,51.0,3.0,0.058823529411764705
4895250,68.0,4.0,0.058823529411764705
2103250,119.0,7.0,0.058823529411764705
11794250,17.0,1.0,0.058823529411764705
236000,17.0,1.0,0.058823529411764705
10095000,17.0,1.0,0.058823529411764705
2968250,17.0,1.0,0.058823529411764705
5199750,17.0,1.0,0.058823529411764705
6003750,34.0,2.0,0.058823529411764705
711500,222.0,13.0,0.05855855855855856
8243500,138.0,8.0,0.057971014492753624
11307500,35.0,2.0,0.05714285714285714
10976250,35.0,2.0,0.05714285714285714
2891500,177.0,10.0,0.05649717514124294
1971500,195.0,11.0,0.05641025641025641
11730000,108.0,6.0,0.05555555555555555
200250,72.0,4.0,0.05555555555555555
2076000,36.0,2.0,0.05555555555555555
2823250,18.0,1.0,0.05555555555555555
3344750,92.0,5.0,0.05434782608695652
3009000,166.0,9.0,0.05421686746987952
6874250,185.0,10.0,0.05405405405405406
10944750,56.0,3.0,0.05357142857142857
691500,150.0,8.0,0.05333333333333334
5011500,94.0,5.0,0.05319148936170213
8324500,19.0,1.0,0.05263157894736842
4454500,19.0,1.0,0.05263157894736842
9199500,19.0,1.0,0.05263157894736842
12028500,19.0,1.0,0.05263157894736842
6852750,19.0,1.0,0.05263157894736842
9802000,19.0,1.0,0.05263157894736842
5812000,76.0,4.0,0.05263157894736842
4059500,57.0,3.0,0.05263157894736842
2752000,57.0,3.0,0.05263157894736842
620500,19.0,1.0,0.05263157894736842
