user_id,pv,buy,percent
6458000,2.0,1.0,0.5
3010000,2.0,1.0,0.5
6233750,28.0,14.0,0.5
12204750,2.0,1.0,0.5
5999000,7.0,3.0,0.42857142857142855
4054000,5.0,2.0,0.4
11782250,3.0,1.0,0.3333333333333333
7211250,13.0,4.0,0.3076923076923077
266500,25.0,7.0,0.28
2704750,52.0,13.0,0.25
47000,12.0,3.0,0.25
1727500,21.0,5.0,0.23809523809523808
2988000,30.0,7.0,0.23333333333333334
8385000,43.0,10.0,0.23255813953488372
6497000,13.0,3.0,0.23076923076923078
4967250,18.0,4.0,0.2222222222222222
415500,14.0,3.0,0.21428571428571427
2882750,33.0,7.0,0.21212121212121213
1194750,79.0,16.0,0.20253164556962025
3799500,5.0,1.0,0.2
3035250,10.0,2.0,0.2
5440500,10.0,2.0,0.2
11683250,15.0,3.0,0.2
5915250,20.0,4.0,0.2
764000,10.0,2.0,0.2
9794000,5.0,1.0,0.2
10768750,5.0,1.0,0.2
8017000,92.0,18.0,0.1956521739130435
3326250,26.0,5.0,0.19230769230769232
11972750,21.0,4.0,0.19047619047619047
5697750,16.0,3.0,0.1875
3675000,60.0,11.0,0.18333333333333332
4195500,11.0,2.0,0.18181818181818182
10000250,11.0,2.0,0.18181818181818182
9946250,33.0,6.0,0.18181818181818182
252500,22.0,4.0,0.18181818181818182
1074500,11.0,2.0,0.18181818181818182
2378500,17.0,3.0,0.17647058823529413
267250,17.0,3.0,0.17647058823529413
3054250,29.0,5.0,0.1724137931034483
4886500,6.0,1.0,0.16666666666666666
12061000,6.0,1.0,0.16666666666666666
1338750,12.0,2.0,0.16666666666666666
12173500,149.0,24.0,0.1610738255033557
5962750,19.0,3.0,0.15789473684210525
567250,32.0,5.0,0.15625
8156500,13.0,2.0,0.15384615384615385
11564250,106.0,16.0,0.1509433962264151
417250,20.0,3.0,0.15
145750,20.0,3.0,0.15
10069500,41.0,6.0,0.14634146341463414
1838750,14.0,2.0,0.14285714285714285
1244250,14.0,2.0,0.14285714285714285
4004500,14.0,2.0,0.14285714285714285
3304500,101.0,14.0,0.13861386138613863
1189000,22.0,3.0,0.13636363636363635
1165500,22.0,3.0,0.13636363636363635
1324500,22.0,3.0,0.13636363636363635
4376250,103.0,14.0,0.13592233009708737
7854500,81.0,11.0,0.13580246913580246
6400000,133.0,18.0,0.13533834586466165
3404000,46.0,6.0,0.13043478260869565
9782000,31.0,4.0,0.12903225806451613
11949750,47.0,6.0,0.1276595744680851
2132250,8.0,1.0,0.125
8346250,16.0,2.0,0.125
3396250,8.0,1.0,0.125
6067750,8.0,1.0,0.125
425500,8.0,1.0,0.125
8523250,8.0,1.0,0.125
7921500,8.0,1.0,0.125
393250,8.0,1.0,0.125
3573750,25.0,3.0,0.12
8216500,167.0,20.0,0.11976047904191617
3216500,42.0,5.0,0.11904761904761904
10393750,17.0,2.0,0.11764705882352941
9628250,26.0,3.0,0.11538461538461539
9123500,70.0,8.0,0.11428571428571428
4035250,44.0,5.0,0.11363636363636363
4533750,27.0,3.0,0.1111111111111111
4922750,9.0,1.0,0.1111111111111111
3861500,37.0,4.0,0.10810810810810811
2316250,66.0,7.0,0.10606060606060606
8555500,85.0,9.0,0.10588235294117647
5952250,38.0,4.0,0.10526315789473684
2078000,48.0,5.0,0.10416666666666667
6766250,48.0,5.0,0.10416666666666667
11158000,77.0,8.0,0.1038961038961039
10696000,29.0,3.0,0.10344827586206896
3625250,39.0,4.0,0.10256410256410256
5110750,39.0,4.0,0.10256410256410256
6848000,10.0,1.0,0.1
5292000,30.0,3.0,0.1
